x, y, z, Ex, Ey, Ez, Phi
-1.400, -0.200, 1.400, -0.17766, -0.02538, 0.17766, 0.50252
-1.400, -0.200, 1.800, -0.11672, -0.01667, 0.15006, 0.43685
-1.400, -0.200, 2.200, -0.07826, -0.01118, 0.12298, 0.38236
-1.400, -0.200, 2.600, -0.05400, -0.00771, 0.10028, 0.33787
-1.400, -0.200, 3.000, -0.03837, -0.00548, 0.08223, 0.30151
-1.400, -0.200, 3.400, -0.02804, -0.00401, 0.06809, 0.27156
-1.400, -0.200, 3.800, -0.02100, -0.00300, 0.05701, 0.24663
-1.400, -0.200, 4.200, -0.01608, -0.00230, 0.04825, 0.22565
-1.400, -0.200, 4.600, -0.01256, -0.00179, 0.04127, 0.20779
-1.400, -0.200, 5.000, -0.00998, -0.00143, 0.03564, 0.19245
-1.400, 0.200, -5.000, -0.00998, 0.00143, -0.03564, 0.19245
-1.400, 0.200, -4.600, -0.01256, 0.00179, -0.04127, 0.20779
-1.400, 0.200, -4.200, -0.01608, 0.00230, -0.04825, 0.22565
-1.400, 0.200, -3.800, -0.02100, 0.00300, -0.05701, 0.24663
-1.400, 0.200, -3.400, -0.02804, 0.00401, -0.06809, 0.27156
-1.400, 0.200, -3.000, -0.03837, 0.00548, -0.08223, 0.30151
-1.400, 0.200, -2.600, -0.05400, 0.00771, -0.10028, 0.33787
-1.400, 0.200, -2.200, -0.07826, 0.01118, -0.12298, 0.38236
-1.400, 0.200, -1.800, -0.11672, 0.01667, -0.15006, 0.43685
-1.400, 0.200, -1.400, -0.17766, 0.02538, -0.17766, 0.50252
-1.400, 0.200, -1.000, -0.26943, 0.03849, -0.19245, 0.57735
-1.400, 0.200, -0.600, -0.38615, 0.05516, -0.16549, 0.65094
-1.400, 0.200, -0.200, -0.48049, 0.06864, -0.06864, 0.70014
-1.400, 0.200, 0.200, -0.48049, 0.06864, 0.06864, 0.70014
-1.400, 0.200, 0.600, -0.38615, 0.05516, 0.16549, 0.65094
-1.400, 0.200, 1.000, -0.26943, 0.03849, 0.19245, 0.57735
-1.400, 0.200, 1.400, -0.17766, 0.02538, 0.17766, 0.50252
-1.400, 0.200, 1.800, -0.11672, 0.01667, 0.15006, 0.43685
-1.400, 0.200, 2.200, -0.07826, 0.01118, 0.12298, 0.38236
-1.400, 0.200, 2.600, -0.05400, 0.00771, 0.10028, 0.33787
-1.400, 0.200, 3.000, -0.03837, 0.00548, 0.08223, 0.30151
-1.400, 0.200, 3.400, -0.02804, 0.00401, 0.06809, 0.27156
-1.400, 0.200, 3.800, -0.02100, 0.00300, 0.05701, 0.24663
-1.400, 0.200, 4.200, -0.01608, 0.00230, 0.04825, 0.22565
-1.400, 0.200, 4.600, -0.01256, 0.00179, 0.04127, 0.20779
-1.400, 0.200, 5.000, -0.00998, 0.00143, 0.03564, 0.19245
-1.400, 0.600, -5.000, -0.00980, 0.00420, -0.03501, 0.19132
-1.400, 0.600, -4.600, -0.01230, 0.00527, -0.04043, 0.20637
-1.400, 0.600, -4.200, -0.01570, 0.00673, -0.04710, 0.22383
-1.400, 0.600, -3.800, -0.02040, 0.00874, -0.05538, 0.24427
-1.400, 0.600, -3.400, -0.02707, 0.01160, -0.06575, 0.26841
-1.400, 0.600, -3.000, -0.03676, 0.01575, -0.07877, 0.29722
-1.400, 0.600, -2.600, -0.05117, 0.02193, -0.09503, 0.33186
-1.400, 0.600, -2.200, -0.07307, 0.03132, -0.11483, 0.37372
-1.400, 0.600, -1.800, -0.10679, 0.04577, -0.13730, 0.42409
-1.400, 0.600, -1.400, -0.15811, 0.06776, -0.15811, 0.48337
-1.400, 0.600, -1.000, -0.23143, 0.09918, -0.16531, 0.54882
-1.400, 0.600, -0.600, -0.31910, 0.13676, -0.13676, 0.61085
-1.400, 0.600, -0.200, -0.38615, 0.16549, -0.05516, 0.65094
-1.400, 0.600, 0.200, -0.38615, 0.16549, 0.05516, 0.65094
-1.400, 0.600, 0.600, -0.31910, 0.13676, 0.13676, 0.61085
-1.400, 0.600, 1.000, -0.23143, 0.09918, 0.16531, 0.54882
-1.400, 0.600, 1.400, -0.15811, 0.06776, 0.15811, 0.48337
-1.400, 0.600, 1.800, -0.10679, 0.04577, 0.13730, 0.42409
-1.400, 0.600, 2.200, -0.07307, 0.03132, 0.11483, 0.37372
-1.400, 0.600, 2.600, -0.05117, 0.02193, 0.09503, 0.33186
-1.400, 0.600, 3.000, -0.03676, 0.01575, 0.07877, 0.29722
-1.400, 0.600, 3.400, -0.02707, 0.01160, 0.06575, 0.26841
-1.400, 0.600, 3.800, -0.02040, 0.00874, 0.05538, 0.24427
-1.400, 0.600, 4.200, -0.01570, 0.00673, 0.04710, 0.22383
-1.400, 0.600, 4.600, -0.01230, 0.00527, 0.04043, 0.20637
-1.400, 0.600, 5.000, -0.00980, 0.00420, 0.03501, 0.19132
-1.400, 1.000, -5.000, -0.00947, 0.00676, -0.03382, 0.18912
-1.400, 1.000, -4.600, -0.01182, 0.00844, -0.03883, 0.20362
-1.400, 1.000, -4.200, -0.01497, 0.01070, -0.04492, 0.22033
-1.400, 1.000, -3.800, -0.01929, 0.01378, -0.05236, 0.23973
-1.400, 1.000, -3.400, -0.02530, 0.01807, -0.06145, 0.26243
-1.400, 1.000, -3.000, -0.03385, 0.02418, -0.07253, 0.28916
-1.400, 1.000, -2.600, -0.04620, 0.03300, -0.08580, 0.32075
-1.400, 1.000, -2.200, -0.06427, 0.04590, -0.10099, 0.35806
-1.400, 1.000, -1.800, -0.09069, 0.06478, -0.11660, 0.40161
-1.400, 1.000, -1.400, -0.12829, 0.09163, -0.12829, 0.45083
-1.400, 1.000, -1.000, -0.17766, 0.12690, -0.12690, 0.50252
-1.400, 1.000, -0.600, -0.23143, 0.16531, -0.09918, 0.54882
-1.400, 1.000, -0.200, -0.26943, 0.19245, -0.03849, 0.57735
-1.400, 1.000, 0.200, -0.26943, 0.19245, 0.03849, 0.57735
-1.400, 1.000, 0.600, -0.23143, 0.16531, 0.09918, 0.54882
-1.400, 1.000, 1.000, -0.17766, 0.12690, 0.12690, 0.50252
-1.400, 1.000, 1.400, -0.12829, 0.09163, 0.12829, 0.45083
-1.400, 1.000, 1.800, -0.09069, 0.06478, 0.11660, 0.40161
-1.400, 1.000, 2.200, -0.06427, 0.04590, 0.10099, 0.35806
-1.400, 1.000, 2.600, -0.04620, 0.03300, 0.08580, 0.32075
-1.400, 1.000, 3.000, -0.03385, 0.02418, 0.07253, 0.28916
-1.400, 1.000, 3.400, -0.02530, 0.01807, 0.06145, 0.26243
-1.400, 1.000, 3.800, -0.01929, 0.01378, 0.05236, 0.23973
-1.400, 1.000, 4.200, -0.01497, 0.01070, 0.04492, 0.22033
-1.400, 1.000, 4.600, -0.01182, 0.00844, 0.03883, 0.20362
-1.400, 1.000, 5.000, -0.00947, 0.00676, 0.03382, 0.18912
-1.400, 1.400, -5.000, -0.00900, 0.00900, -0.03215, 0.18595
-1.400, 1.400, -4.600, -0.01115, 0.01115, -0.03662, 0.19968
-1.400, 1.400, -4.200, -0.01398, 0.01398, -0.04195, 0.21537
-1.400, 1.400, -3.800, -0.01780, 0.01780, -0.04830, 0.23338
-1.400, 1.400, -3.400, -0.02299, 0.02299, -0.05582, 0.25416
-1.400, 1.400, -3.000, -0.03015, 0.03015, -0.06460, 0.27821
-1.400, 1.400, -2.600, -0.04011, 0.04011, -0.07449, 0.30600
-1.400, 1.400, -2.200, -0.05400, 0.05400, -0.08485, 0.33787
-1.400, 1.400, -1.800, -0.07307, 0.07307, -0.09395, 0.37372
-1.400, 1.400, -1.400, -0.09819, 0.09819, -0.09819, 0.41239
-1.400, 1.400, -1.000, -0.12829, 0.12829, -0.09163, 0.45083
-1.400, 1.400, -0.600, -0.15811, 0.15811, -0.06776, 0.48337
-1.400, 1.400, -0.200, -0.17766, 0.17766, -0.02538, 0.50252
-1.400, 1.400, 0.200, -0.17766, 0.17766, 0.02538, 0.50252
-1.400, 1.400, 0.600, -0.15811, 0.15811, 0.06776, 0.48337
-1.400, 1.400, 1.000, -0.12829, 0.12829, 0.09163, 0.45083
-1.400, 1.400, 1.400, -0.09819, 0.09819, 0.09819, 0.41239
-1.400, 1.400, 1.800, -0.07307, 0.07307, 0.09395, 0.37372
-1.400, 1.400, 2.200, -0.05400, 0.05400, 0.08485, 0.33787
-1.400, 1.400, 2.600, -0.04011, 0.04011, 0.07449, 0.30600
-1.400, 1.400, 3.000, -0.03015, 0.03015, 0.06460, 0.27821
-1.400, 1.400, 3.400, -0.02299, 0.02299, 0.05582, 0.25416
-1.400, 1.400, 3.800, -0.01780, 0.01780, 0.04830, 0.23338
-1.400, 1.400, 4.200, -0.01398, 0.01398, 0.04195, 0.21537
-1.400, 1.400, 4.600, -0.01115, 0.01115, 0.03662, 0.19968
-1.400, 1.400, 5.000, -0.00900, 0.00900, 0.03215, 0.18595
-1.400, 1.800, -5.000, -0.00844, 0.01085, -0.03013, 0.18197
-1.400, 1.800, -4.600, -0.01034, 0.01330, -0.03399, 0.19477
-1.400, 1.800, -4.200, -0.01283, 0.01649, -0.03848, 0.20924
-1.400, 1.800, -3.800, -0.01608, 0.02068, -0.04366, 0.22565
-1.400, 1.800, -3.400, -0.02040, 0.02623, -0.04955, 0.24427
-1.400, 1.800, -3.000, -0.02616, 0.03364, -0.05606, 0.26537
-1.400, 1.800, -2.600, -0.03385, 0.04352, -0.06286, 0.28916
-1.400, 1.800, -2.200, -0.04401, 0.05658, -0.06915, 0.31560
-1.400, 1.800, -1.800, -0.05710, 0.07341, -0.07341, 0.34421
-1.400, 1.800, -1.400, -0.07307, 0.09395, -0.07307, 0.37372
-1.400, 1.800, -1.000, -0.09069, 0.11660, -0.06478, 0.40161
-1.400, 1.800, -0.600, -0.10679, 0.13730, -0.04577, 0.42409
-1.400, 1.800, -0.200, -0.11672, 0.15006, -0.01667, 0.43685
-1.400, 1.800, 0.200, -0.11672, 0.15006, 0.01667, 0.43685
-1.400, 1.800, 0.600, -0.10679, 0.13730, 0.04577, 0.42409
-1.400, 1.800, 1.000, -0.09069, 0.11660, 0.06478, 0.40161
-1.400, 1.800, 1.400, -0.07307, 0.09395, 0.07307, 0.37372
-1.400, 1.800, 1.800, -0.05710, 0.07341, 0.07341, 0.34421
-1.400, 1.800, 2.200, -0.04401, 0.05658, 0.06915, 0.31560
-1.400, 1.800, 2.600, -0.03385, 0.04352, 0.06286, 0.28916
-1.400, 1.800, 3.000, -0.02616, 0.03364, 0.05606, 0.26537
-1.400, 1.800, 3.400, -0.02040, 0.02623, 0.04955, 0.24427
-1.400, 1.800, 3.800, -0.01608, 0.02068, 0.04366, 0.22565
-1.400, 1.800, 4.200, -0.01283, 0.01649, 0.03848, 0.20924
-1.400, 1.800, 4.600, -0.01034, 0.01330, 0.03399, 0.19477
-1.400, 1.800, 5.000, -0.00844, 0.01085, 0.03013, 0.18197
-1.400, 2.200, -5.000, -0.00781, 0.01227, -0.02788, 0.17733
-1.400, 2.200, -4.600, -0.00947, 0.01488, -0.03111, 0.18912
-1.400, 2.200, -4.200, -0.01159, 0.01821, -0.03476, 0.20228
-1.400, 2.200, -3.800, -0.01430, 0.02247, -0.03882, 0.21698
-1.400, 2.200, -3.400, -0.01780, 0.02796, -0.04322, 0.23338
-1.400, 2.200, -3.000, -0.02229, 0.03503, -0.04777, 0.25158
-1.400, 2.200, -2.600, -0.02804, 0.04406, -0.05207, 0.27156
-1.400, 2.200, -2.200, -0.03525, 0.05540, -0.05540, 0.29311
-1.400, 2.200, -1.800, -0.04401, 0.06915, -0.05658, 0.31560
-1.400, 2.200, -1.400, -0.05400, 0.08485, -0.05400, 0.33787
-1.400, 2.200, -1.000, -0.06427, 0.10099, -0.04590, 0.35806
-1.400, 2.200, -0.600, -0.07307, 0.11483, -0.03132, 0.37372
-1.400, 2.200, -0.200, -0.07826, 0.12298, -0.01118, 0.38236
-1.400, 2.200, 0.200, -0.07826, 0.12298, 0.01118, 0.38236
-1.400, 2.200, 0.600, -0.07307, 0.11483, 0.03132, 0.37372
-1.400, 2.200, 1.000, -0.06427, 0.10099, 0.04590, 0.35806
-1.400, 2.200, 1.400, -0.05400, 0.08485, 0.05400, 0.33787
-1.400, 2.200, 1.800, -0.04401, 0.06915, 0.05658, 0.31560
-1.400, 2.200, 2.200, -0.03525, 0.05540, 0.05540, 0.29311
-1.400, 2.200, 2.600, -0.02804, 0.04406, 0.05207, 0.27156
-1.400, 2.200, 3.000, -0.02229, 0.03503, 0.04777, 0.25158
-1.400, 2.200, 3.400, -0.01780, 0.02796, 0.04322, 0.23338
-1.400, 2.200, 3.800, -0.01430, 0.02247, 0.03882, 0.21698
-1.400, 2.200, 4.200, -0.01159, 0.01821, 0.03476, 0.20228
-1.400, 2.200, 4.600, -0.00947, 0.01488, 0.03111, 0.18912
-1.400, 2.200, 5.000, -0.00781, 0.01227, 0.02788, 0.17733
-1.400, 2.600, -5.000, -0.00715, 0.01328, -0.02554, 0.17221
-1.400, 2.600, -4.600, -0.00857, 0.01592, -0.02816, 0.18294
-1.400, 2.600, -4.200, -0.01034, 0.01921, -0.03103, 0.19477
-1.400, 2.600, -3.800, -0.01256, 0.02333, -0.03409, 0.20779
-1.400, 2.600, -3.400, -0.01533, 0.02847, -0.03723, 0.22206
-1.400, 2.600, -3.000, -0.01877, 0.03486, -0.04022, 0.23756
-1.400, 2.600, -2.600, -0.02299, 0.04269, -0.04269, 0.25416
-1.400, 2.600, -2.200, -0.02804, 0.05207, -0.04406, 0.27156
-1.400, 2.600, -1.800, -0.03385, 0.06286, -0.04352, 0.28916
-1.400, 2.600, -1.400, -0.04011, 0.07449, -0.04011, 0.30600
-1.400, 2.600, -1.000, -0.04620, 0.08580, -0.03300, 0.32075
-1.400, 2.600, -0.600, -0.05117, 0.09503, -0.02193, 0.33186
-1.400, 2.600, -0.200, -0.05400, 0.10028, -0.00771, 0.33787
-1.400, 2.600, 0.200, -0.05400, 0.10028, 0.00771, 0.33787
-1.400, 2.600, 0.600, -0.05117, 0.09503, 0.02193, 0.33186
-1.400, 2.600, 1.000, -0.04620, 0.08580, 0.03300, 0.32075
-1.400, 2.600, 1.400, -0.04011, 0.07449, 0.04011, 0.30600
-1.400, 2.600, 1.800, -0.03385, 0.06286, 0.04352, 0.28916
-1.400, 2.600, 2.200, -0.02804, 0.05207, 0.04406, 0.27156
-1.400, 2.600, 2.600, -0.02299, 0.04269, 0.04269, 0.25416
-1.400, 2.600, 3.000, -0.01877, 0.03486, 0.04022, 0.23756
-1.400, 2.600, 3.400, -0.01533, 0.02847, 0.03723, 0.22206
-1.400, 2.600, 3.800, -0.01256, 0.02333, 0.03409, 0.20779
-1.400, 2.600, 4.200, -0.01034, 0.01921, 0.03103, 0.19477
-1.400, 2.600, 4.600, -0.00857, 0.01592, 0.02816, 0.18294
-1.400, 2.600, 5.000, -0.00715, 0.01328, 0.02554, 0.17221
-1.400, 3.000, -5.000, -0.00649, 0.01391, -0.02319, 0.16676
-1.400, 3.000, -4.600, -0.00769, 0.01648, -0.02527, 0.17645
-1.400, 3.000, -4.200, -0.00915, 0.01961, -0.02746, 0.18699
-1.400, 3.000, -3.800, -0.01094, 0.02344, -0.02968, 0.19842
-1.400, 3.000, -3.400, -0.01310, 0.02807, -0.03181, 0.21072
-1.400, 3.000, -3.000, -0.01570, 0.03364, -0.03364, 0.22383
-1.400, 3.000, -2.600, -0.01877, 0.04022, -0.03486, 0.23756
-1.400, 3.000, -2.200, -0.02229, 0.04777, -0.03503, 0.25158
-1.400, 3.000, -1.800, -0.02616, 0.05606, -0.03364, 0.26537
-1.400, 3.000, -1.400, -0.03015, 0.06460, -0.03015, 0.27821
-1.400, 3.000, -1.000, -0.03385, 0.07253, -0.02418, 0.28916
-1.400, 3.000, -0.600, -0.03676, 0.07877, -0.01575, 0.29722
-1.400, 3.000, -0.200, -0.03837, 0.08223, -0.00548, 0.30151
-1.400, 3.000, 0.200, -0.03837, 0.08223, 0.00548, 0.30151
-1.400, 3.000, 0.600, -0.03676, 0.07877, 0.01575, 0.29722
-1.400, 3.000, 1.000, -0.03385, 0.07253, 0.02418, 0.28916
-1.400, 3.000, 1.400, -0.03015, 0.06460, 0.03015, 0.27821
-1.400, 3.000, 1.800, -0.02616, 0.05606, 0.03364, 0.26537
-1.400, 3.000, 2.200, -0.02229, 0.04777, 0.03503, 0.25158
-1.400, 3.000, 2.600, -0.01877, 0.04022, 0.03486, 0.23756
-1.400, 3.000, 3.000, -0.01570, 0.03364, 0.03364, 0.22383
-1.400, 3.000, 3.400, -0.01310, 0.02807, 0.03181, 0.21072
-1.400, 3.000, 3.800, -0.01094, 0.02344, 0.02968, 0.19842
-1.400, 3.000, 4.200, -0.00915, 0.01961, 0.02746, 0.18699
-1.400, 3.000, 4.600, -0.00769, 0.01648, 0.02527, 0.17645
-1.400, 3.000, 5.000, -0.00649, 0.01391, 0.02319, 0.16676
-1.400, 3.400, -5.000, -0.00586, 0.01422, -0.02091, 0.16112
-1.400, 3.400, -4.600, -0.00686, 0.01665, -0.02252, 0.16981
-1.400, 3.400, -4.200, -0.00805, 0.01955, -0.02415, 0.17914
-1.400, 3.400, -3.800, -0.00947, 0.02300, -0.02570, 0.18912
-1.400, 3.400, -3.400, -0.01115, 0.02707, -0.02707, 0.19968
-1.400, 3.400, -3.000, -0.01310, 0.03181, -0.02807, 0.21072
-1.400, 3.400, -2.600, -0.01533, 0.03723, -0.02847, 0.22206
-1.400, 3.400, -2.200, -0.01780, 0.04322, -0.02796, 0.23338
-1.400, 3.400, -1.800, -0.02040, 0.04955, -0.02623, 0.24427
-1.400, 3.400, -1.400, -0.02299, 0.05582, -0.02299, 0.25416
-1.400, 3.400, -1.000, -0.02530, 0.06145, -0.01807, 0.26243
-1.400, 3.400, -0.600, -0.02707, 0.06575, -0.01160, 0.26841
-1.400, 3.400, -0.200, -0.02804, 0.06809, -0.00401, 0.27156
-1.400, 3.400, 0.200, -0.02804, 0.06809, 0.00401, 0.27156
-1.400, 3.400, 0.600, -0.02707, 0.06575, 0.01160, 0.26841
-1.400, 3.400, 1.000, -0.02530, 0.06145, 0.01807, 0.26243
-1.400, 3.400, 1.400, -0.02299, 0.05582, 0.02299, 0.25416
-1.400, 3.400, 1.800, -0.02040, 0.04955, 0.02623, 0.24427
-1.400, 3.400, 2.200, -0.01780, 0.04322, 0.02796, 0.23338
-1.400, 3.400, 2.600, -0.01533, 0.03723, 0.02847, 0.22206
-1.400, 3.400, 3.000, -0.01310, 0.03181, 0.02807, 0.21072
-1.400, 3.400, 3.400, -0.01115, 0.02707, 0.02707, 0.19968
-1.400, 3.400, 3.800, -0.00947, 0.02300, 0.02570, 0.18912
-1.400, 3.400, 4.200, -0.00805, 0.01955, 0.02415, 0.17914
-1.400, 3.400, 4.600, -0.00686, 0.01665, 0.02252, 0.16981
-1.400, 3.400, 5.000, -0.00586, 0.01422, 0.02091, 0.16112
-1.400, 3.800, -5.000, -0.00526, 0.01427, -0.01877, 0.15542
-1.400, 3.800, -4.600, -0.00608, 0.01651, -0.01998, 0.16317
-1.400, 3.800, -4.200, -0.00705, 0.01913, -0.02115, 0.17140
-1.400, 3.800, -3.800, -0.00817, 0.02219, -0.02219, 0.18007
-1.400, 3.800, -3.400, -0.00947, 0.02570, -0.02300, 0.18912
-1.400, 3.800, -3.000, -0.01094, 0.02968, -0.02344, 0.19842
-1.400, 3.800, -2.600, -0.01256, 0.03409, -0.02333, 0.20779
-1.400, 3.800, -2.200, -0.01430, 0.03882, -0.02247, 0.21698
-1.400, 3.800, -1.800, -0.01608, 0.04366, -0.02068, 0.22565
-1.400, 3.800, -1.400, -0.01780, 0.04830, -0.01780, 0.23338
-1.400, 3.800, -1.000, -0.01929, 0.05236, -0.01378, 0.23973
-1.400, 3.800, -0.600, -0.02040, 0.05538, -0.00874, 0.24427
-1.400, 3.800, -0.200, -0.02100, 0.05701, -0.00300, 0.24663
-1.400, 3.800, 0.200, -0.02100, 0.05701, 0.00300, 0.24663
-1.400, 3.800, 0.600, -0.02040, 0.05538, 0.00874, 0.24427
-1.400, 3.800, 1.000, -0.01929, 0.05236, 0.01378, 0.23973
-1.400, 3.800, 1.400, -0.01780, 0.04830, 0.01780, 0.23338
-1.400, 3.800, 1.800, -0.01608, 0.04366, 0.02068, 0.22565
-1.400, 3.800, 2.200, -0.01430, 0.03882, 0.02247, 0.21698
-1.400, 3.800, 2.600, -0.01256, 0.03409, 0.02333, 0.20779
-1.400, 3.800, 3.000, -0.01094, 0.02968, 0.02344, 0.19842
-1.400, 3.800, 3.400, -0.00947, 0.02570, 0.02300, 0.18912
-1.400, 3.800, 3.800, -0.00817, 0.02219, 0.02219, 0.18007
-1.400, 3.800, 4.200, -0.00705, 0.01913, 0.02115, 0.17140
-1.400, 3.800, 4.600, -0.00608, 0.01651, 0.01998, 0.16317
-1.400, 3.800, 5.000, -0.00526, 0.01427, 0.01877, 0.15542
-1.400, 4.200, -5.000, -0.00470, 0.01410, -0.01679, 0.14974
-1.400, 4.200, -4.600, -0.00538, 0.01614, -0.01768, 0.15663
-1.400, 4.200, -4.200, -0.00616, 0.01848, -0.01848, 0.16387
-1.400, 4.200, -3.800, -0.00705, 0.02115, -0.01913, 0.17140
-1.400, 4.200, -3.400, -0.00805, 0.02415, -0.01955, 0.17914
-1.400, 4.200, -3.000, -0.00915, 0.02746, -0.01961, 0.18699
-1.400, 4.200, -2.600, -0.01034, 0.03103, -0.01921, 0.19477
-1.400, 4.200, -2.200, -0.01159, 0.03476, -0.01821, 0.20228
-1.400, 4.200, -1.800, -0.01283, 0.03848, -0.01649, 0.20924
-1.400, 4.200, -1.400, -0.01398, 0.04195, -0.01398, 0.21537
-1.400, 4.200, -1.000, -0.01497, 0.04492, -0.01070, 0.22033
-1.400, 4.200, -0.600, -0.01570, 0.04710, -0.00673, 0.22383
-1.400, 4.200, -0.200, -0.01608, 0.04825, -0.00230, 0.22565
-1.400, 4.200, 0.200, -0.01608, 0.04825, 0.00230, 0.22565
-1.400, 4.200, 0.600, -0.01570, 0.04710, 0.00673, 0.22383
-1.400, 4.200, 1.000, -0.01497, 0.04492, 0.01070, 0.22033
-1.400, 4.200, 1.400, -0.01398, 0.04195, 0.01398, 0.21537
-1.400, 4.200, 1.800, -0.01283, 0.03848, 0.01649, 0.20924
-1.400, 4.200, 2.200, -0.01159, 0.03476, 0.01821, 0.20228
-1.400, 4.200, 2.600, -0.01034, 0.03103, 0.01921, 0.19477
-1.400, 4.200, 3.000, -0.00915, 0.02746, 0.01961, 0.18699
-1.400, 4.200, 3.400, -0.00805, 0.02415, 0.01955, 0.17914
-1.400, 4.200, 3.800, -0.00705, 0.02115, 0.01913, 0.17140
-1.400, 4.200, 4.200, -0.00616, 0.01848, 0.01848, 0.16387
-1.400, 4.200, 4.600, -0.00538, 0.01614, 0.01768, 0.15663
-1.400, 4.200, 5.000, -0.00470, 0.01410, 0.01679, 0.14974
-1.400, 4.600, -5.000, -0.00419, 0.01378, -0.01498, 0.14416
-1.400, 4.600, -4.600, -0.00475, 0.01561, -0.01561, 0.15028
-1.400, 4.600, -4.200, -0.00538, 0.01768, -0.01614, 0.15663
-1.400, 4.600, -3.800, -0.00608, 0.01998, -0.01651, 0.16317
-1.400, 4.600, -3.400, -0.00686, 0.02252, -0.01665, 0.16981
-1.400, 4.600, -3.000, -0.00769, 0.02527, -0.01648, 0.17645
-1.400, 4.600, -2.600, -0.00857, 0.02816, -0.01592, 0.18294
-1.400, 4.600, -2.200, -0.00947, 0.03111, -0.01488, 0.18912
-1.400, 4.600, -1.800, -0.01034, 0.03399, -0.01330, 0.19477
-1.400, 4.600, -1.400, -0.01115, 0.03662, -0.01115, 0.19968
-1.400, 4.600, -1.000, -0.01182, 0.03883, -0.00844, 0.20362
-1.400, 4.600, -0.600, -0.01230, 0.04043, -0.00527, 0.20637
-1.400, 4.600, -0.200, -0.01256, 0.04127, -0.00179, 0.20779
-1.400, 4.600, 0.200, -0.01256, 0.04127, 0.00179, 0.20779
-1.400, 4.600, 0.600, -0.01230, 0.04043, 0.00527, 0.20637
-1.400, 4.600, 1.000, -0.01182, 0.03883, 0.00844, 0.20362
-1.400, 4.600, 1.400, -0.01115, 0.03662, 0.01115, 0.19968
-1.400, 4.600, 1.800, -0.01034, 0.03399, 0.01330, 0.19477
-1.400, 4.600, 2.200, -0.00947, 0.03111, 0.01488, 0.18912
-1.400, 4.600, 2.600, -0.00857, 0.02816, 0.01592, 0.18294
-1.400, 4.600, 3.000, -0.00769, 0.02527, 0.01648, 0.17645
-1.400, 4.600, 3.400, -0.00686, 0.02252, 0.01665, 0.16981
-1.400, 4.600, 3.800, -0.00608, 0.01998, 0.01651, 0.16317
-1.400, 4.600, 4.200, -0.00538, 0.01768, 0.01614, 0.15663
-1.400, 4.600, 4.600, -0.00475, 0.01561, 0.01561, 0.15028
-1.400, 4.600, 5.000, -0.00419, 0.01378, 0.01498, 0.14416
-1.400, 5.000, -5.000, -0.00374, 0.01335, -0.01335, 0.13873
-1.400, 5.000, -4.600, -0.00419, 0.01498, -0.01378, 0.14416
-1.400, 5.000, -4.200, -0.00470, 0.01679, -0.01410, 0.14974
-1.400, 5.000, -3.800, -0.00526, 0.01877, -0.01427, 0.15542
-1.400, 5.000, -3.400, -0.00586, 0.02091, -0.01422, 0.16112
-1.400, 5.000, -3.000, -0.00649, 0.02319, -0.01391, 0.16676
-1.400, 5.000, -2.600, -0.00715, 0.02554, -0.01328, 0.17221
-1.400, 5.000, -2.200, -0.00781, 0.02788, -0.01227, 0.17733
-1.400, 5.000, -1.800, -0.00844, 0.03013, -0.01085, 0.18197
-1.400, 5.000, -1.400, -0.00900, 0.03215, -0.00900, 0.18595
-1.400, 5.000, -1.000, -0.00947, 0.03382, -0.00676, 0.18912
-1.400, 5.000, -0.600, -0.00980, 0.03501, -0.00420, 0.19132
-1.400, 5.000, -0.200, -0.00998, 0.03564, -0.00143, 0.19245
-1.400, 5.000, 0.200, -0.00998, 0.03564, 0.00143, 0.19245
-1.400, 5.000, 0.600, -0.00980, 0.03501, 0.00420, 0.19132
-1.400, 5.000, 1.000, -0.00947, 0.03382, 0.00676, 0.18912
-1.400, 5.000, 1.400, -0.00900, 0.03215, 0.00900, 0.18595
-1.400, 5.000, 1.800, -0.00844, 0.03013, 0.01085, 0.18197
-1.400, 5.000, 2.200, -0.00781, 0.02788, 0.01227, 0.17733
-1.400, 5.000, 2.600, -0.00715, 0.02554, 0.01328, 0.17221
-1.400, 5.000, 3.000, -0.00649, 0.02319, 0.01391, 0.16676
-1.400, 5.000, 3.400, -0.00586, 0.02091, 0.01422, 0.16112
-1.400, 5.000, 3.800, -0.00526, 0.01877, 0.01427, 0.15542
-1.400, 5.000, 4.200, -0.00470, 0.01679, 0.01410, 0.14974
-1.400, 5.000, 4.600, -0.00419, 0.01498, 0.01378, 0.14416
-1.400, 5.000, 5.000, -0.00374, 0.01335, 0.01335, 0.13873
-1.000, -5.000, -5.000, -0.00275, -0.01373, -0.01373, 0.14003
-1.000, -5.000, -4.600, -0.00309, -0.01544, -0.01420, 0.14562
-1.000, -5.000, -4.200, -0.00347, -0.01734, -0.01457, 0.15138
-1.000, -5.000, -3.800, -0.00389, -0.01944, -0.01478, 0.15725
-1.000, -5.000, -3.400, -0.00434, -0.02172, -0.01477, 0.16317
-1.000, -5.000, -3.000, -0.00483, -0.02415, -0.01449, 0.16903
-1.000, -5.000, -2.600, -0.00533, -0.02667, -0.01387, 0.17471
-1.000, -5.000, -2.200, -0.00584, -0.02919, -0.01285, 0.18007
-1.000, -5.000, -1.800, -0.00632, -0.03162, -0.01138, 0.18493
-1.000, -5.000, -1.400, -0.00676, -0.03382, -0.00947, 0.18912
